変更後パス名,変更前パス名,モジュール名,種類,新規ステップ数,修正元ステップ数,修正ステップ数,流用ステップ数,削除ステップ数
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","void stowPinAx2RlseCnt",c,0,0,0,18,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","void stowPinAx2InsrTimeoutChk",c,0,0,0,17,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","void stowPinAx2RlseTimeoutChk",c,0,0,0,17,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","void stowPinAx2TimeoutChk",c,0,0,0,10,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","void setStowPin_Ax2InsrRdy",c,0,0,0,6,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","void setStowPin_Ax2RlseRdy",c,0,0,0,6,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","void stowAngleRdyMake",c,0,0,0,24,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","int getStowAx2AngleRdy",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","void chkStowPinNotRlse",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_CONT\stowpin.c","..\\workspace\J2STD\SRC\P_CONT\stowpin.c","int getStowPinNotRlse",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","モジュール外",c,0,0,0,30,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","void m_chg_trkgfreq",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","void m_chg_trkgfreq_impl",c,0,0,0,12,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","void chg_trkgfreq_by_sel",c,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","void chg_trkgfreq_auto",c,0,0,0,28,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","int get_trkgFreq",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","int get_trkgFreq_l",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","void set_trkgFreq",c,0,0,0,18,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","void chk_f2band_trkg_flt",c,0,0,0,19,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","..\\workspace\J2STD\SRC\P_CONT\trkgfreq.c","void cancel_f2band_trkg_flt",c,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_CONT\trkgfreq_lcl.h","..\\workspace\J2STD\SRC\P_CONT\trkgfreq_lcl.h","モジュール外",h,0,0,0,3,0
"..\\workspace\J2STD\SRC\P_INIT\cardinit.c","..\\workspace\J2STD\SRC\P_INIT\cardinit.c","モジュール外",c,0,0,0,27,0
"..\\workspace\J2STD\SRC\P_INIT\cardinit.c","..\\workspace\J2STD\SRC\P_INIT\cardinit.c","void cardDrvInit",c,0,0,0,17,0
"..\\workspace\J2STD\SRC\P_INIT\cardinit.c","..\\workspace\J2STD\SRC\P_INIT\cardinit.c","void cardOpen",c,0,0,0,36,0
"..\\workspace\J2STD\SRC\P_INIT\cardinit.c","..\\workspace\J2STD\SRC\P_INIT\cardinit.c","void cardSetCycle",c,0,0,0,24,0
"..\\workspace\J2STD\SRC\P_INIT\cardinit.c","..\\workspace\J2STD\SRC\P_INIT\cardinit.c","void cardIrqEnable",c,0,0,0,12,0
"..\\workspace\J2STD\SRC\P_INIT\cardinit.c","..\\workspace\J2STD\SRC\P_INIT\cardinit.c","void printHwVersion",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\P_INIT\cardinit.c","..\\workspace\J2STD\SRC\P_INIT\cardinit.c","void printMemoryBlock",c,0,0,0,30,0
"..\\workspace\J2STD\SRC\P_INIT\drivererror.c","..\\workspace\J2STD\SRC\P_INIT\drivererror.c","モジュール外",c,0,0,0,28,0
"..\\workspace\J2STD\SRC\P_INIT\drivererror.c","..\\workspace\J2STD\SRC\P_INIT\drivererror.c","void driverError",c,0,0,0,85,0
"..\\workspace\J2STD\SRC\P_INIT\drivererror.c","..\\workspace\J2STD\SRC\P_INIT\drivererror.c","int cardSEU",c,0,0,0,13,0
"..\\workspace\J2STD\SRC\P_INIT\inittask.c","..\\workspace\J2STD\SRC\P_INIT\inittask.c","モジュール外",c,0,0,0,70,0
"..\\workspace\J2STD\SRC\P_INIT\inittask.c","..\\workspace\J2STD\SRC\P_INIT\inittask.c","int acuWakeup",c,0,0,0,16,0
"..\\workspace\J2STD\SRC\P_INIT\inittask.c","..\\workspace\J2STD\SRC\P_INIT\inittask.c","int acuScriptWakeup",c,0,0,0,39,0
"..\\workspace\J2STD\SRC\P_INIT\inittask.c","..\\workspace\J2STD\SRC\P_INIT\inittask.c","int goInittask",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_INIT\inittask.c","..\\workspace\J2STD\SRC\P_INIT\inittask.c","int p_inittask",c,0,0,0,89,0
"..\\workspace\J2STD\SRC\P_INIT\inittask_lcl.h","..\\workspace\J2STD\SRC\P_INIT\inittask_lcl.h","モジュール外",h,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_INIT\printversion.c","..\\workspace\J2STD\SRC\P_INIT\printversion.c","モジュール外",c,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_INIT\printversion.c","..\\workspace\J2STD\SRC\P_INIT\printversion.c","void printVersion",c,0,0,0,24,0
"..\\workspace\J2STD\SRC\P_INIT\printversion_lcl.h","..\\workspace\J2STD\SRC\P_INIT\printversion_lcl.h","モジュール外",h,0,0,0,5,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","モジュール外",c,0,0,0,53,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","void m_unittest",c,0,0,0,29,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","void s_simrtRealAng",c,0,0,0,36,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","void s_simrtTravErr",c,0,0,0,13,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","void s_getSimRealAng",c,0,0,0,36,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","void s_getSimTravErr",c,0,0,0,46,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","double set_maj_gain",c,0,0,0,15,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","void set_unittest_opn",c,0,0,0,6,0
"..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","..\\workspace\J2STD\SRC\P_LOOP\acuunittest.c","int get_unittest_opn",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","モジュール外",c,0,0,0,38,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","void m_analog_init",c,0,0,0,39,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","void m_adin",c,0,0,0,10,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","void m_adin_impl",c,0,0,0,17,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","void getAdVal",c,0,0,0,17,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","void daout",c,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","int printAdVal",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","void m_analog_set_ch",c,0,0,0,21,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","void m_analog_req_convstart",c,0,0,0,6,0
"..\\workspace\J2STD\SRC\P_LOOP\analog.c","..\\workspace\J2STD\SRC\P_LOOP\analog.c","int getFrasADCfault",c,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_LOOP\analog_lcl.h","..\\workspace\J2STD\SRC\P_LOOP\analog_lcl.h","モジュール外",h,0,0,0,3,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","モジュール外",c,0,0,0,115,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void s_cangle_auto",c,0,0,0,3,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void set_cangle_auto",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void s_chg_traverr",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void s_make_autoerr",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void s_make_azel_autoerr",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void make_freq_autoerr",c,0,0,0,12,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void make_acu_ut_autoerr",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void select_autoerr",c,0,0,0,27,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void make_freq_azel_autoerr",c,0,0,0,17,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void ax_auto_err",c,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void azel_auto_err",c,0,0,0,12,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void ax_auto_err_azel",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void ax_auto_err_xy",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void ax_auto_err_azelcr",c,0,0,0,27,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void ax_auto_err_azelcr_low",c,0,0,0,41,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void ax_auto_err_azelcr_high",c,0,0,0,54,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void azel_auto_err_azel",c,0,0,0,5,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void azel_auto_err_xy",c,0,0,0,23,0
"..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","..\\workspace\J2STD\SRC\P_LOOP\autoerr.c","void azel_auto_err_azelcr",c,0,0,0,40,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","モジュール外",c,0,0,0,62,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void s_cangle_autoprog",c,0,0,0,35,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void s_calc_aperr",c,0,0,0,47,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void calc_aperr",c,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void ax_cangle_autoprog",c,0,0,0,26,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void autoprog_ang_reset",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void calc_aperr_azelcr_ax1",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void calc_aperr_azelcr_ax2",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void calc_aperr_azelcr_ax3",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void lmt_aperr",c,0,0,0,13,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void calc_aperr_azelcr_ax1_HightoLow",c,0,0,0,25,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void calc_aperr_azelcr_ax3_LowtoHigh",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void aperr_reset_elvanglmode",c,0,0,0,12,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void aperr_reset_aosreset",c,0,0,0,13,0
"..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","..\\workspace\J2STD\SRC\P_LOOP\autoprog.c","void aperr_reset_trkgfreq",c,0,0,0,16,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","モジュール外",c,0,0,0,27,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","void m_cangle",c,0,0,0,90,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","void cmdang_reset",c,0,0,0,22,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","void s_makeAzelCmdAng",c,0,0,0,23,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","int chkTestState",c,0,0,0,16,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","void s_realtocmd",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","double s_cmdLimit",c,0,0,0,18,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","double s_cmdLimit_l_hold",c,0,0,0,27,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","double s_Limit",c,0,0,0,20,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","void make_ax3latch",c,0,0,0,17,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","int get_make_cmdang_flg",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","..\\workspace\J2STD\SRC\P_LOOP\cmdangle.c","uint get_drvmode_inf",c,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_LOOP\coasting.c","..\\workspace\J2STD\SRC\P_LOOP\coasting.c","モジュール外",c,0,0,0,23,0
"..\\workspace\J2STD\SRC\P_LOOP\coasting.c","..\\workspace\J2STD\SRC\P_LOOP\coasting.c","void m_coast",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\P_LOOP\coasting.c","..\\workspace\J2STD\SRC\P_LOOP\coasting.c","void m_coast_impl",c,0,0,0,13,0
"..\\workspace\J2STD\SRC\P_LOOP\coasting.c","..\\workspace\J2STD\SRC\P_LOOP\coasting.c","void makeAve",c,0,0,0,23,0
"..\\workspace\J2STD\SRC\P_LOOP\coasting.c","..\\workspace\J2STD\SRC\P_LOOP\coasting.c","double getAvg",c,0,0,0,16,0
"..\\workspace\J2STD\SRC\P_LOOP\coasting_lcl.h","..\\workspace\J2STD\SRC\P_LOOP\coasting_lcl.h","モジュール外",h,0,0,0,4,0
"..\\workspace\J2STD\SRC\P_LOOP\damonitor.c","..\\workspace\J2STD\SRC\P_LOOP\damonitor.c","モジュール外",c,0,0,0,5,0
"..\\workspace\J2STD\SRC\P_LOOP\damonitor.c","..\\workspace\J2STD\SRC\P_LOOP\damonitor.c","void m_damonitor",c,0,0,0,13,0
"..\\workspace\J2STD\SRC\P_LOOP\damonitor.c","..\\workspace\J2STD\SRC\P_LOOP\damonitor.c","int damonSetData",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\looptask.c","..\\workspace\J2STD\SRC\P_LOOP\looptask.c","モジュール外",c,0,0,0,55,0
"..\\workspace\J2STD\SRC\P_LOOP\looptask.c","..\\workspace\J2STD\SRC\P_LOOP\looptask.c","void m_looptask_init",c,0,0,0,16,0
"..\\workspace\J2STD\SRC\P_LOOP\looptask.c","..\\workspace\J2STD\SRC\P_LOOP\looptask.c","int wakeupLooptask",c,0,0,0,14,0
"..\\workspace\J2STD\SRC\P_LOOP\looptask.c","..\\workspace\J2STD\SRC\P_LOOP\looptask.c","int p_looptask",c,0,0,0,52,0
"..\\workspace\J2STD\SRC\P_LOOP\looptask_lcl.h","..\\workspace\J2STD\SRC\P_LOOP\looptask_lcl.h","モジュール外",h,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","モジュール外",c,0,0,0,51,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","void m_majref",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","void s_ax1_majref",c,0,0,0,50,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","void s_ax2_majref",c,0,0,0,50,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","void s_ax3_majref",c,0,0,0,44,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","double s_getFilterInput",c,0,0,0,39,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","double s_majRateRefLimit",c,0,0,0,19,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","int get_az_filterflt",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","int get_ax1_filterflt",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","int get_el_filterflt",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","int get_ax2_filterflt",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","int get_cr_filterflt",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","int get_ax3_filterflt",c,0,0,0,7,0
"..\\workspace\J2STD\SRC\P_LOOP\majref.c","..\\workspace\J2STD\SRC\P_LOOP\majref.c","void cspeed_limit_reset",c,0,0,0,18,0
"..\\workspace\J2STD\SRC\P_LOOP\makelevel.c","..\\workspace\J2STD\SRC\P_LOOP\makelevel.c","モジュール外",c,0,0,0,18,0
"..\\workspace\J2STD\SRC\P_LOOP\makelevel.c","..\\workspace\J2STD\SRC\P_LOOP\makelevel.c","void m_makelevel",c,0,0,0,6,0
"..\\workspace\J2STD\SRC\P_LOOP\makelevel.c","..\\workspace\J2STD\SRC\P_LOOP\makelevel.c","void m_make_lvl_impl",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\makelevel.c","..\\workspace\J2STD\SRC\P_LOOP\makelevel.c","double s_setbeacon",c,0,0,0,28,0
"..\\workspace\J2STD\SRC\P_LOOP\makelevel_lcl.h","..\\workspace\J2STD\SRC\P_LOOP\makelevel_lcl.h","モジュール外",h,0,0,0,3,0
"..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","モジュール外",c,0,0,0,20,0
"..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","void s_cangle_man",c,0,0,0,5,0
"..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","void make_cangle_man",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","void make_majref_man",c,0,0,0,13,0
"..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","..\\workspace\J2STD\SRC\P_LOOP\mancmd.c","double ax_make_majref_man",c,0,0,0,22,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","モジュール外",c,0,0,0,21,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","void m_overspeed",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","void s_ax1_overspeed",c,0,0,0,15,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","void s_ax2_overspeed",c,0,0,0,15,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","void s_ax3_overspeed",c,0,0,0,48,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","int get_az_ovrspeed",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","int get_ax1_ovrspeed",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","int get_el_ovrspeed",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","int get_ax2_ovrspeed",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","int get_cr_ovrspeed",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\overspd.c","..\\workspace\J2STD\SRC\P_LOOP\overspd.c","int get_ax3_ovrspeed",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","モジュール外",c,0,0,0,50,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void s_cangle_posn",c,0,0,0,68,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void cangle_posn",c,0,0,0,54,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","double creangle",c,0,0,0,24,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void cangle_limit_reset",c,0,0,0,17,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void createAzElCmdAngle",c,0,0,0,19,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void createXYCmdAngle",c,0,0,0,27,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void createAzElCrCmdAngle",c,0,0,0,25,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void set_command_disable",c,0,0,0,9,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void posncmd_ang_reset",c,0,0,0,11,0
"..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","..\\workspace\J2STD\SRC\P_LOOP\posncmd.c","void setPosnPresetStowGrouping",c,0,0,0,8,0
"..\\workspace\J2STD\SRC\P_LOOP\posnloop.c","..\\workspace\J2STD\SRC\P_LOOP\posnloop.c","モジュール外",c,0,0,0,71,0
